,CAN,COMPR,D1,D743,D841,D872,D894,EEN,EEN_DIS,EER,FDD,GCD,GCN,GCN_DIS,GCN_YEN,GCR,GCR_YER,GDN,GDN_DIS,GDN_DIS_YEN,GDN_YEN,GEN,GEN_YEN,GIN,GIN_OTHER,GIN_OTHER_YEN,GIN_YEN,GIX,GLN,GLN_DIS,GLN_DIS_YEN,GLN_YEN,GLN_YEN_TARGET,GON,GPN,GPN_YEN,GRN,GRN_YEN,GSN,GSN_YEN,GYN,GYN_YEN,HICP,I77Q4I78Q1,I81Q1,I82Q1,I84Q2,I92Q4,I98Q1,INFQ,INFT,INN,INN_YEN,ITD,ITN,ITR,KSR,LFN,LNN,LNT,LPROD,LSL,LSR,LTN,M3N,M3R,MTD,MTN,MTR,NFA,NFN,NFN_YEN,OGN,OGN_YEN,PCD,PCN,PCR,PYN,PYN_DIS,PYN_DIS_YEN,PYR,SCD,SCN,SCR,SSN,SSN_YEN,STN,STRQ,TBN,TBR,TDN,TDN_YEN,TDN_YEN_DIS,TFT,TIME,TIN,TIN_YEN,TRN,TRN_FIRMS,TRN_FIRMS_YEN,TRN_OTHER,TRN_OTHER_YEN,TRN_YEN,TRN_YEN_DIS,ULC,ULT,UNN,URT,URX,WIN,WLN,WRN,XTD,XTN,XTR,YED,YEN,YEN_DIS,YER,YER_DIS,YET,YFD,YFN,YGA,YIN,YIN_DIS,YWD,YWDX,YWR,YWRX,
1972Q3,959.0425 ,20.3957 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,1.1056 ,-0.0121 ,0.4893 ,781780.8146 ,0.2174 ,21410.7206 ,-2792.5984 ,0.1337 ,98481.9203 ,0.1512 ,,,,,60873.9015 ,0.3802 ,5800.7929 ,1394.2397 ,0.0087 ,0.0362 ,,-2225.5319 ,0.0000 ,0.0000 ,-0.0139 ,-0.0139 ,59815.6205 ,-75.5720 ,-0.0005 ,58648.3696 ,0.3663 ,3575.2610 ,0.0223 ,24985.9816 ,0.1561 ,22.9637 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0162 ,0.0188 ,2149.9599 ,0.0134 ,0.2414 ,40168.3438 ,166367.1410 ,7833664.8371 ,109393.2769 ,106838.1500 ,105640.4364 ,6.0978 ,106880.1666 ,1575158.6793 ,6.8338 ,,,0.2564 ,33415.1650 ,130301.5358 ,-93893.7734 ,475.4535 ,0.0030 ,3639.1449 ,0.0227 ,0.2500 ,97976.4168 ,391920.8333 ,121174.1885 ,-14425.4926 ,-0.0901 ,484715.5110 ,0.0228 ,71.1390 ,3118.9417 ,20711.8567 ,0.1294 ,4.6302 ,-0.0048 ,483.5890 ,-8409.5576 ,14059.9179 ,0.0878 ,0.0011 ,1.0354 ,11.0000 ,16982.4096 ,0.1061 ,25410.9483 ,3255.0406 ,0.0203 ,1452.1996 ,0.0091 ,0.1587 ,0.1540 ,0.1279 ,0.1273 ,2555.1269 ,0.0343 ,0.0234 ,83312.1791 ,,0.7798 ,0.2781 ,33898.7540 ,121891.9782 ,0.2458 ,160110.2092 ,0.0000 ,651479.2788 ,0.0000 ,647039.5856 ,0.2197 ,143127.7997 ,1.0069 ,160110.2092 ,0.0000 ,0.4543 ,0.3523 ,76.0818 ,17546.6696 ,
1972Q4,992.8637 ,21.8696 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,1.1048 ,-0.0298 ,0.4909 ,798588.3179 ,0.2198 ,21773.8314 ,-2981.5401 ,0.1316 ,99055.3659 ,0.1496 ,,,,,62725.6922 ,0.3790 ,5875.2821 ,1174.1592 ,0.0071 ,0.0355 ,,-1776.3722 ,0.0000 ,0.0000 ,-0.0107 ,-0.0107 ,61596.5031 ,445.9049 ,0.0027 ,60949.3199 ,0.3683 ,4098.9099 ,0.0248 ,25872.7413 ,0.1563 ,23.4339 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0170 ,0.0188 ,2222.2772 ,0.0134 ,0.2446 ,41810.0353 ,170911.6793 ,7926239.8681 ,109762.3697 ,107246.6300 ,105943.4174 ,6.1746 ,108234.2565 ,1579189.3143 ,7.1064 ,,,0.2627 ,35824.1549 ,136378.7525 ,-92900.9097 ,294.2267 ,0.0018 ,3626.8028 ,0.0219 ,0.2547 ,100882.9325 ,396012.6963 ,125911.5995 ,-14005.6533 ,-0.0846 ,494261.9210 ,0.0820 ,330.3311 ,4030.6350 ,21651.5743 ,0.1308 ,6.3387 ,-0.0015 ,698.6371 ,-7800.8111 ,14752.7743 ,0.0891 ,0.0011 ,1.0398 ,12.0000 ,17579.9563 ,0.1062 ,26903.2927 ,3338.2122 ,0.0202 ,1438.6374 ,0.0087 ,0.1626 ,0.1580 ,0.1304 ,0.1304 ,2515.7397 ,0.0348 ,0.0229 ,86319.3079 ,,0.8049 ,0.2841 ,36522.7920 ,128577.9413 ,0.2499 ,165495.7674 ,0.0000 ,662209.5654 ,0.0000 ,653958.3507 ,0.2234 ,147915.8110 ,1.0126 ,165495.7674 ,0.0000 ,0.4608 ,0.3587 ,77.0750 ,17799.7708 ,
1973Q1,856.8167 ,25.3000 ,1.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,1.0890 ,-0.0413 ,0.5058 ,811531.9356 ,0.2321 ,23382.2886 ,-2478.4171 ,0.1353 ,100743.2434 ,0.1496 ,,,,,65252.7005 ,0.3776 ,6017.2114 ,1183.5692 ,0.0068 ,0.0348 ,,-1226.9443 ,0.0000 ,0.0000 ,-0.0071 ,-0.0071 ,64195.2352 ,1145.8969 ,0.0066 ,64025.7562 ,0.3705 ,4790.2671 ,0.0277 ,28172.5557 ,0.1630 ,23.9276 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0187 ,0.0213 ,2372.8412 ,0.0137 ,0.2515 ,43829.4555 ,174256.6861 ,8021234.1555 ,110027.3973 ,107600.3600 ,106140.4117 ,6.2565 ,109624.7235 ,1584754.2232 ,7.2769 ,,,0.2698 ,37327.0409 ,138335.1071 ,-92044.0930 ,918.9348 ,0.0053 ,3673.9206 ,0.0213 ,0.2602 ,104658.4220 ,402191.8325 ,130268.4977 ,-15286.9399 ,-0.0885 ,500608.7882 ,0.1799 ,1001.0106 ,5564.9089 ,22758.9530 ,0.1317 ,6.7541 ,-0.0023 ,-62.1181 ,-9559.8424 ,15829.3098 ,0.0916 ,0.0017 ,1.0441 ,13.0000 ,18274.5579 ,0.1058 ,27285.3274 ,3489.0149 ,0.0202 ,1522.4478 ,0.0088 ,0.1579 ,0.1535 ,0.1342 ,0.1349 ,2427.0373 ,0.0353 ,0.0221 ,90339.2654 ,,0.8396 ,0.2894 ,37264.9228 ,128775.2647 ,0.2567 ,172809.0585 ,0.0000 ,673196.8285 ,0.0000 ,660572.2616 ,0.2296 ,154534.5006 ,1.0191 ,172809.0585 ,0.0000 ,0.4660 ,0.3623 ,78.8720 ,18168.9013 ,
1973Q2,990.4577 ,28.6308 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,1.0621 ,-0.0914 ,0.5265 ,824576.0665 ,0.2342 ,23762.8070 ,-2848.5289 ,0.1329 ,101472.8872 ,0.1488 ,,,,,67762.4003 ,0.3789 ,6085.9184 ,1634.4169 ,0.0091 ,0.0340 ,,-572.2874 ,0.0000 ,0.0000 ,-0.0032 ,-0.0032 ,66157.6837 ,1883.3619 ,0.0105 ,67190.1129 ,0.3757 ,5513.6310 ,0.0308 ,29276.4380 ,0.1637 ,24.5078 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0204 ,0.0239 ,2455.6493 ,0.0137 ,0.2583 ,45226.9588 ,175081.5723 ,8116103.3862 ,110757.1208 ,108049.3800 ,106817.3029 ,6.3114 ,110376.1400 ,1590429.2697 ,7.6377 ,,,0.2769 ,39497.5840 ,142633.9431 ,-91053.6352 ,1112.4862 ,0.0062 ,4327.9232 ,0.0242 ,0.2665 ,108799.0567 ,408210.7676 ,134677.0891 ,-15998.7592 ,-0.0895 ,505304.3619 ,0.2067 ,1173.0061 ,5675.0465 ,23696.2735 ,0.1325 ,8.1424 ,-0.0007 ,-122.0285 ,-8498.1502 ,16703.6373 ,0.0934 ,0.0006 ,1.0482 ,14.0000 ,18774.6022 ,0.1050 ,28422.6467 ,3687.6767 ,0.0206 ,1713.2853 ,0.0096 ,0.1589 ,0.1540 ,0.1377 ,0.1388 ,2707.7408 ,0.0356 ,0.0244 ,93907.5142 ,,0.8691 ,0.2935 ,39375.5556 ,134135.7929 ,0.2623 ,178839.8001 ,0.0000 ,681942.1234 ,0.0000 ,668967.6843 ,0.2347 ,160065.1979 ,1.0194 ,178839.8001 ,0.0000 ,0.4690 ,0.3627 ,78.9009 ,18293.9873 ,
1973Q3,268.8735 ,33.0989 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.9886 ,-0.0050 ,0.5743 ,838108.5866 ,0.2412 ,24720.3241 ,-2920.3479 ,0.1322 ,102469.4709 ,0.1479 ,,,,,71138.7893 ,0.3805 ,6331.6484 ,2028.1090 ,0.0108 ,0.0339 ,,-307.3289 ,0.0000 ,0.0000 ,-0.0016 ,-0.0016 ,69311.0716 ,2259.5404 ,0.0121 ,70831.4604 ,0.3789 ,6024.3195 ,0.0322 ,30744.6436 ,0.1645 ,25.0054 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0233 ,0.0247 ,2566.8693 ,0.0137 ,0.2671 ,47194.7480 ,176690.8483 ,8211633.2006 ,110877.5245 ,108425.5500 ,106876.4420 ,6.3917 ,111784.1540 ,1601302.0406 ,7.9307 ,,,0.2859 ,41472.8869 ,145085.8460 ,-90784.7617 ,-117.0166 ,-0.0006 ,4772.5711 ,0.0255 ,0.2732 ,112331.5509 ,411172.3491 ,139709.7209 ,-16368.3400 ,-0.0876 ,511385.9257 ,0.2122 ,2307.2080 ,10872.7709 ,24932.1506 ,0.1334 ,9.9925 ,0.0008 ,385.8902 ,-8182.6986 ,17815.3554 ,0.0953 ,0.0007 ,1.0523 ,15.0000 ,19430.5146 ,0.1039 ,29771.4830 ,3880.8686 ,0.0208 ,1839.4869 ,0.0098 ,0.1593 ,0.1548 ,0.1417 ,0.1434 ,2451.9745 ,0.0361 ,0.0221 ,98198.1349 ,,0.9057 ,0.3058 ,41858.7771 ,136903.1474 ,0.2697 ,186939.7212 ,0.0000 ,693022.7405 ,0.0000 ,675024.3861 ,0.2417 ,167509.2066 ,1.0267 ,186939.7212 ,0.0000 ,0.4752 ,0.3630 ,79.1184 ,18484.9452 ,
1973Q4,241.4147 ,37.5870 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,1.0073 ,0.0179 ,0.5685 ,847252.5796 ,0.2501 ,25990.5431 ,-2890.6869 ,0.1337 ,103901.9337 ,0.1485 ,,,,,74800.9714 ,0.3847 ,6673.9111 ,2647.3850 ,0.0136 ,0.0343 ,,-910.0232 ,0.0000 ,0.0000 ,-0.0047 ,-0.0047 ,71845.3473 ,1759.9828 ,0.0091 ,73890.9482 ,0.3800 ,5763.8880 ,0.0296 ,31754.4310 ,0.1633 ,25.6663 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0266 ,0.0314 ,2670.0059 ,0.0137 ,0.2757 ,48922.5333 ,177447.3626 ,8306964.2312 ,111092.4192 ,108595.4100 ,107035.7872 ,6.4418 ,111948.4636 ,1614820.9812 ,8.0176 ,,,0.3088 ,45617.0885 ,147703.7947 ,-90543.3470 ,1660.6516 ,0.0085 ,4938.0455 ,0.0254 ,0.2819 ,117068.4380 ,415282.2129 ,145282.7383 ,-19074.4287 ,-0.0981 ,515368.0879 ,0.2876 ,3888.6689 ,13518.9406 ,26079.4279 ,0.1341 ,10.9720 ,-0.0002 ,-1419.2368 ,-10601.6650 ,18813.3783 ,0.0968 ,0.0008 ,1.0561 ,16.0000 ,20047.7430 ,0.1031 ,30890.0731 ,4012.3536 ,0.0206 ,1916.6995 ,0.0099 ,0.1589 ,0.1544 ,0.1466 ,0.1484 ,2497.0092 ,0.0365 ,0.0225 ,102557.8562 ,,0.9444 ,0.3224 ,44197.8517 ,137102.1298 ,0.2780 ,194450.9465 ,0.0000 ,699548.7849 ,0.0000 ,681389.3367 ,0.2493 ,174403.2034 ,1.0267 ,194450.9465 ,0.0000 ,0.4854 ,0.3808 ,79.0599 ,18620.5636 ,
1974Q1,-1431.0352 ,61.2622 ,1.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,1.0525 ,-0.0441 ,0.5535 ,854244.7448 ,0.2622 ,27335.5165 ,-2474.1638 ,0.1354 ,104238.3888 ,0.1476 ,,,,,78459.1312 ,0.3886 ,7064.5522 ,2969.9789 ,0.0147 ,0.0350 ,,-1918.0693 ,0.0000 ,0.0000 ,-0.0095 ,-0.0095 ,74809.0435 ,948.9396 ,0.0047 ,76541.0618 ,0.3791 ,5146.4829 ,0.0255 ,32481.9994 ,0.1609 ,26.5398 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0270 ,0.0361 ,2867.0089 ,0.0142 ,0.2879 ,51061.6226 ,177383.9226 ,8401278.5114 ,111389.0162 ,108825.1700 ,107264.2268 ,6.4876 ,112119.3780 ,1626748.1019 ,8.5898 ,,,0.3601 ,53385.0602 ,148234.3897 ,-91974.3822 ,1591.9226 ,0.0079 ,4862.2048 ,0.0241 ,0.2922 ,121446.0299 ,415555.6165 ,150094.9201 ,-20917.0391 ,-0.1036 ,513584.4055 ,0.4261 ,5081.8248 ,11927.1207 ,27216.3945 ,0.1348 ,11.1175 ,-0.0003 ,-3022.9578 ,-3094.6935 ,19765.8055 ,0.0979 ,0.0014 ,1.0599 ,17.0000 ,20591.9887 ,0.1020 ,32165.0136 ,4104.6684 ,0.0203 ,1952.3927 ,0.0097 ,0.1593 ,0.1547 ,0.1508 ,0.1526 ,2563.8462 ,0.0370 ,0.0230 ,106501.0039 ,,0.9786 ,0.3470 ,50362.1024 ,145139.6962 ,0.2860 ,201902.0360 ,0.0000 ,706010.3551 ,0.0000 ,687927.6287 ,0.2568 ,181310.0474 ,1.0263 ,201902.0360 ,0.0000 ,0.4908 ,0.4069 ,78.6685 ,18567.2093 ,
1974Q2,-3522.5331 ,62.6714 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,1.0340 ,-0.0251 ,0.5675 ,855439.0311 ,0.2718 ,28694.3789 ,-2480.1018 ,0.1373 ,105588.8946 ,0.1492 ,,,,,81802.7532 ,0.3915 ,7375.8293 ,2674.5217 ,0.0128 ,0.0353 ,,-2695.4164 ,0.0000 ,0.0000 ,-0.0129 ,-0.0129 ,75948.0165 ,396.9993 ,0.0019 ,79107.3369 ,0.3786 ,4680.4130 ,0.0224 ,33374.7918 ,0.1597 ,27.4317 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0296 ,0.0351 ,3092.4157 ,0.0148 ,0.3012 ,51995.9814 ,172611.9658 ,8489877.6921 ,111392.2910 ,108791.1000 ,107166.1749 ,6.5052 ,111040.9438 ,1642087.1163 ,8.6085 ,,,0.3918 ,57876.0851 ,147729.2954 ,-95496.9153 ,1211.8828 ,0.0058 ,4941.5967 ,0.0237 ,0.3027 ,126773.3999 ,418832.7831 ,157480.4981 ,-19303.5998 ,-0.0924 ,520282.6094 ,0.4053 ,6217.6627 ,15339.0144 ,28364.5562 ,0.1358 ,11.0187 ,-0.0031 ,-4734.4159 ,-4662.9222 ,20581.2802 ,0.0985 ,0.0016 ,1.0635 ,18.0000 ,21040.9636 ,0.1007 ,33759.8815 ,4178.9401 ,0.0200 ,2026.7860 ,0.0097 ,0.1616 ,0.1569 ,0.1582 ,0.1591 ,2601.1910 ,0.0379 ,0.0234 ,111958.0269 ,,1.0291 ,0.3714 ,53141.6692 ,143066.3732 ,0.2952 ,208947.0070 ,0.0000 ,707709.7357 ,0.0000 ,693129.3031 ,0.2655 ,187906.0434 ,1.0210 ,208947.0070 ,0.0000 ,0.5031 ,0.4250 ,79.1949 ,18668.2339 ,
1974Q3,-3534.3040 ,62.3348 ,0.0000 ,1.0000 ,0.0000 ,0.0000 ,0.0000 ,1.0351 ,-0.0420 ,0.5724 ,863908.7737 ,0.2798 ,29930.9690 ,-2694.4912 ,0.1378 ,106970.8649 ,0.1502 ,,,,,85753.5075 ,0.3949 ,7747.9999 ,1850.1390 ,0.0085 ,0.0357 ,,-3336.3304 ,0.0000 ,0.0000 ,-0.0154 ,-0.0154 ,79127.3028 ,29.5327 ,0.0001 ,82417.1771 ,0.3795 ,4411.6694 ,0.0203 ,34342.6385 ,0.1581 ,28.2335 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0307 ,0.0314 ,3365.8632 ,0.0155 ,0.3142 ,54168.3658 ,172420.6293 ,8577399.5445 ,111250.0194 ,108445.3600 ,106956.7261 ,6.5654 ,110735.9098 ,1658495.3755 ,9.9178 ,,,0.4051 ,61535.2560 ,151919.2234 ,-99031.2193 ,1154.5583 ,0.0053 ,5616.8656 ,0.0259 ,0.3123 ,131677.5956 ,421601.1725 ,163680.8931 ,-20283.4895 ,-0.0934 ,524068.3211 ,0.3696 ,6064.3946 ,16408.2592 ,29678.6614 ,0.1367 ,11.3925 ,-0.0034 ,-4688.8623 ,-5411.3756 ,21258.7918 ,0.0979 ,0.0008 ,1.0670 ,19.0000 ,21587.1263 ,0.0994 ,36561.1151 ,4275.7320 ,0.0197 ,2021.6894 ,0.0093 ,0.1684 ,0.1633 ,0.1635 ,0.1646 ,2804.6594 ,0.0386 ,0.0252 ,116438.0337 ,,1.0737 ,0.3880 ,56846.3937 ,146507.8477 ,0.3050 ,217152.4628 ,0.0000 ,711989.5503 ,0.0000 ,697645.7250 ,0.2747 ,195565.3364 ,1.0206 ,217152.4628 ,0.0000 ,0.5147 ,0.4405 ,79.2149 ,18749.0797 ,
1974Q4,-848.6876 ,63.6565 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,1.0197 ,-0.0662 ,0.5833 ,843942.5649 ,0.2913 ,31421.4593 ,-2563.7270 ,0.1423 ,107862.8132 ,0.1540 ,,,,,88465.3670 ,0.4008 ,7952.5327 ,1088.0531 ,0.0049 ,0.0360 ,,-4400.1636 ,0.0000 ,0.0000 ,-0.0199 ,-0.0199 ,78106.7559 ,-804.6331 ,-0.0036 ,84065.2035 ,0.3808 ,3552.3691 ,0.0161 ,34973.8285 ,0.1584 ,29.1470 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0313 ,0.0341 ,3595.5304 ,0.0163 ,0.3243 ,54514.3431 ,168075.4184 ,8659700.9674 ,111439.9096 ,108048.2700 ,107055.3816 ,6.4842 ,106366.2578 ,1664242.9303 ,9.7418 ,,,0.4156 ,59574.7078 ,143332.2420 ,-99879.9069 ,1629.6491 ,0.0074 ,5913.0859 ,0.0268 ,0.3232 ,135334.5373 ,418793.6440 ,168352.6168 ,-19050.0181 ,-0.0863 ,520968.3148 ,0.3401 ,1954.8112 ,5747.5548 ,30741.1329 ,0.1393 ,10.6747 ,-0.0056 ,-2478.3367 ,130.8925 ,21484.8072 ,0.0973 ,0.0010 ,1.0704 ,20.0000 ,21535.2611 ,0.0976 ,37870.6371 ,4390.9163 ,0.0199 ,2146.2380 ,0.0097 ,0.1716 ,0.1655 ,0.1729 ,0.1706 ,3391.6396 ,0.0393 ,0.0304 ,121104.7972 ,,1.1208 ,0.3980 ,57096.3710 ,143463.1345 ,0.3151 ,220746.8142 ,0.0000 ,700610.3229 ,0.0000 ,703267.1562 ,0.2843 ,199211.5531 ,0.9962 ,220746.8142 ,0.0000 ,0.5298 ,0.4497 ,78.3109 ,18397.8129 ,
1975Q1,684.7949 ,61.3100 ,1.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.9788 ,-0.0347 ,0.6095 ,828449.8780 ,0.2970 ,32109.0352 ,-2823.6520 ,0.1434 ,108121.7245 ,0.1560 ,,,,,93615.4631 ,0.4180 ,8179.0352 ,1092.9269 ,0.0049 ,0.0365 ,,-7637.0509 ,0.0000 ,0.0000 ,-0.0341 ,-0.0341 ,78527.7180 ,-3784.9314 ,-0.0169 ,85978.4121 ,0.3839 ,541.9843 ,0.0024 ,32651.0194 ,0.1458 ,29.6120 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0305 ,0.0234 ,3852.1195 ,0.0172 ,0.3325 ,54751.6171 ,164677.9628 ,8737781.9206 ,111561.7380 ,107756.5200 ,107096.6073 ,6.4329 ,103179.8996 ,1660744.1938 ,9.0340 ,,,0.4113 ,55638.3499 ,135259.8973 ,-99195.1120 ,850.7619 ,0.0038 ,6222.7408 ,0.0278 ,0.3308 ,139085.1573 ,420447.2174 ,174062.5209 ,-18097.6595 ,-0.0808 ,526181.9739 ,0.5200 ,-1819.4045 ,-3498.7365 ,32071.1347 ,0.1432 ,8.7278 ,-0.0094 ,-165.9670 ,3441.8124 ,21487.8842 ,0.0959 ,0.0011 ,1.0739 ,21.0000 ,21269.5228 ,0.0950 ,41148.4241 ,4927.1296 ,0.0220 ,2306.7925 ,0.0103 ,0.1837 ,0.1769 ,0.1791 ,0.1742 ,3805.2180 ,0.0400 ,0.0341 ,124163.1971 ,,1.1523 ,0.3999 ,55472.3828 ,138701.7098 ,0.3231 ,223960.4380 ,0.0000 ,693189.9807 ,0.0000 ,708493.4051 ,0.2924 ,202690.9152 ,0.9784 ,223960.4380 ,0.0000 ,0.5416 ,0.4477 ,77.8720 ,18187.2452 ,
1975Q2,248.5350 ,58.5648 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.9654 ,0.0122 ,0.6187 ,831185.8816 ,0.3075 ,33761.3289 ,-2641.2174 ,0.1465 ,109792.5609 ,0.1579 ,,,,,100147.8846 ,0.4345 ,8548.8724 ,2330.2534 ,0.0101 ,0.0371 ,,-10833.0278 ,0.0000 ,0.0000 ,-0.0470 ,-0.0470 ,80447.4609 ,-6684.2086 ,-0.0290 ,89314.8568 ,0.3875 ,-2284.1554 ,-0.0099 ,31477.1735 ,0.1366 ,30.3392 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0290 ,0.0225 ,4148.8192 ,0.0180 ,0.3385 ,54482.7951 ,160949.7500 ,8811353.8514 ,111168.1587 ,106925.3000 ,106617.4550 ,6.5015 ,102459.0969 ,1657542.4555 ,8.6693 ,,,0.4069 ,55338.7827 ,136012.4727 ,-98946.5770 ,353.9080 ,0.0015 ,6407.6207 ,0.0278 ,0.3383 ,144031.5284 ,425701.1803 ,180566.9227 ,-18799.7648 ,-0.0816 ,533685.5965 ,0.5248 ,-1680.3263 ,-3201.7382 ,33974.2191 ,0.1474 ,6.9655 ,-0.0120 ,-105.3730 ,1931.6559 ,21873.4965 ,0.0949 ,0.0024 ,1.0774 ,22.0000 ,21613.0429 ,0.0938 ,43429.7563 ,5446.4776 ,0.0236 ,2482.3768 ,0.0108 ,0.1884 ,0.1808 ,0.1847 ,0.1800 ,4242.8587 ,0.0409 ,0.0382 ,128429.4492 ,,1.2011 ,0.4004 ,55233.4098 ,137944.1286 ,0.3316 ,230489.9530 ,0.0000 ,695173.4088 ,0.0000 ,711573.4689 ,0.3005 ,208876.9101 ,0.9770 ,230489.9530 ,0.0000 ,0.5551 ,0.4499 ,77.9837 ,18252.9223 ,
1975Q3,-839.3120 ,58.3674 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.9938 ,-0.0111 ,0.6034 ,840973.8613 ,0.3158 ,35230.6242 ,-2536.5860 ,0.1483 ,111558.0307 ,0.1590 ,,,,,105858.3201 ,0.4456 ,8823.1104 ,3435.1690 ,0.0145 ,0.0371 ,,-12733.4065 ,0.0000 ,0.0000 ,-0.0536 ,-0.0536 ,82575.6714 ,-8338.4808 ,-0.0351 ,93124.9135 ,0.3920 ,-3910.2961 ,-0.0165 ,31320.3281 ,0.1318 ,30.8651 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0261 ,0.0218 ,4394.9258 ,0.0185 ,0.3438 ,55520.9859 ,161494.6519 ,8884734.9648 ,111021.3139 ,106706.1000 ,106382.3901 ,6.5762 ,102915.9857 ,1654890.0620 ,8.4984 ,,,0.4130 ,57510.6393 ,139250.8014 ,-99785.8890 ,145.7809 ,0.0006 ,6124.3884 ,0.0258 ,0.3458 ,149220.4644 ,431511.0775 ,185600.3841 ,-20788.6236 ,-0.0875 ,536713.3927 ,0.5367 ,-1423.4267 ,-2652.3936 ,36059.7720 ,0.1518 ,6.3295 ,-0.0106 ,-985.0929 ,-188.3065 ,22687.3195 ,0.0955 ,0.0044 ,1.0810 ,23.0000 ,22231.1975 ,0.0936 ,45255.9082 ,6022.2361 ,0.0254 ,2696.3463 ,0.0114 ,0.1905 ,0.1827 ,0.1892 ,0.1850 ,4315.2139 ,0.0418 ,0.0389 ,132756.6861 ,,1.2441 ,0.4065 ,56525.5464 ,139062.4949 ,0.3385 ,237563.5549 ,0.0000 ,701723.0599 ,0.0000 ,715480.7994 ,0.3069 ,215332.3575 ,0.9808 ,237563.5549 ,0.0000 ,0.5646 ,0.4624 ,77.9386 ,18385.2858 ,
1975Q4,-1673.0603 ,60.7348 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.9981 ,0.0047 ,0.6018 ,854824.6514 ,0.3244 ,36360.8215 ,-2375.9529 ,0.1482 ,112092.4281 ,0.1579 ,,,,,110185.6730 ,0.4491 ,9045.7701 ,4401.9350 ,0.0179 ,0.0369 ,,-12953.5747 ,0.0000 ,0.0000 ,-0.0528 ,-0.0528 ,84988.1843 ,-8422.4667 ,-0.0343 ,97232.0983 ,0.3963 ,-3907.8046 ,-0.0159 ,32453.0169 ,0.1323 ,31.4411 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0231 ,0.0222 ,4531.1080 ,0.0185 ,0.3509 ,57669.4605 ,164351.6200 ,8960239.2351 ,111572.1006 ,106895.6200 ,106816.0758 ,6.6414 ,103769.8425 ,1653294.1577 ,8.3732 ,,,0.4259 ,61711.7393 ,144892.2621 ,-101458.9494 ,1331.9393 ,0.0054 ,6279.4872 ,0.0256 ,0.3536 ,154470.5704 ,436872.4749 ,191702.8259 ,-22513.7277 ,-0.0918 ,542172.4525 ,0.0991 ,-158.2215 ,-1595.9043 ,37459.2356 ,0.1527 ,6.3390 ,-0.0076 ,-3004.9996 ,-1788.2293 ,23885.7524 ,0.0974 ,0.0051 ,1.0846 ,24.0000 ,23366.5917 ,0.0952 ,46900.3865 ,6241.0314 ,0.0254 ,2704.6205 ,0.0110 ,0.1912 ,0.1828 ,0.1930 ,0.1896 ,4676.4806 ,0.0426 ,0.0419 ,136982.8553 ,,1.2815 ,0.4102 ,58706.7396 ,143104.0328 ,0.3456 ,245337.6312 ,0.0000 ,709932.3893 ,0.0000 ,722073.9348 ,0.3127 ,221971.0396 ,0.9832 ,245337.6312 ,0.0000 ,0.5754 ,0.4693 ,78.5712 ,18599.0628 ,
